category_id,job_category,posting_count,needs_review,confidence,c1_current,c2,c3,c4,c5,pick,correct_uri,notes
116,Operatore CNC,207,False,958,operatore di macchine CNC/operatrice di macchine CNC,operatore di punzonatrice/operatrice di punzonatrice,operatore di fresatrice/operatrice di fresatrice,operatore di macchine per incisione/operatrice di macchine per incisione,operatore su tornio/operatrice su tornio,,,
114,Operatore Call Center,207,False,877,operatore di call center/operatrice di call center,responsabile di call center,operatore sociale di call center/operatrice sociale di call center,supervisore di call center,analista di call center,,,
118,Cassiere/a,206,False,777,rivenditore di lotteria/rivenditrice di lotteria,cassiere/cassiera,addetto alle macchine per la gassificazione/addetta alle macchine per la gassificazione,capo chef pasticcere/capo chef pasticcera,pasticcere/pasticcera,,,
117,Product Designer,206,False,738,designer di produzione,disegnatore sviluppatore di prodotto/disegnatrice sviluppatrice di prodotto,designer grafico/designer grafica,responsabile dei servizi,architetto del paesaggio,,,
120,Idraulico,204,False,917,idraulico,ingegnere idraulico,tecnico nel settore della fluidodinamica,supervisore di lavori di idraulica,operatore per lo scavo di gallerie/operatrice per lo scavo di gallerie,,,
121,Estetista,200,False,935,addetto a centro estetico/addetta a centro estetico,estetista,manicure,esperto in depilazione/esperta in depilazione,imbalsamatore/imbalsamatrice,,,
122,Servizi Sociali,198,False,839,responsabile dei servizi sociali,consulente protezione sociale,operatore socio assistenziale/operatrice socio assistenziale,consulente in servizi sociali,assistente sociale,,,
124,Interior Designer,196,False,821,architetto di interni/architetta di interni,architetto del paesaggio,progettista di interni,disegnatore di mobili/disegnatrice di mobili,responsabile dei servizi,,,
123,Muratore,196,False,723,muratore in pietrame,muratore in mattoni,responsabile di collezioni,imbalsamatore/imbalsamatrice,curatore di mostre/curatrice di mostre,,,
125,Montatore Meccanico,195,False,816,tecnico per la manutenzione delle macchine per la pelletteria,montatore meccanico nautico/montatrice meccanica nautica,attrezzista meccanico/attrezzista meccanica,assemblatore meccanico,tecnico delle attrazioni,,,
127,Lavapiatti,191,False,907,lavapiatti,lavavetri,addetto al lavaggio veicoli/addetta al lavaggio veicoli,addetto alla pulizia di esterni di edifici/addetta alla pulizia di esterni di edifici,addetto allo spogliatoio/addetta allo spogliatoio,,,
126,Operatore Bancario,191,False,854,operatore di cambio/operatrice di cambio,commissario borse estere/commissaria borse estere,operatore titoli/operatrice titoli,direttore di banca/direttrice di banca,tesoriere bancario/tesoriera bancaria,,,
129,Data Entry,190,False,732,operatore data entry/ operatrice data entry,addetto alla gestione di archivi di Big Data/addetta alla gestione di archivi di Big Data,supervisore inserimento dati,analista dei dati,esperto di integrazione dei database/esperta di integrazione dei database,,,
128,Parrucchiere,190,False,956,parrucchiere/parrucchiera,assistente parrucchiere/assistente parrucchiera,truccatore e parrucchiere per artisti/truccatrice e parrucchiera per artisti,acconciatore dello spettacolo/acconciatrice dello spettacolo,barbiere/barbiera,,,
130,Corriere,188,False,912,portalettere,fattorino conduttore di automobili e furgoni/fattorina conduttrice di automobili e furgoni,responsabile della logistica commerciale,custode di immobili,portiere d’albergo/portiera d’albergo,,,
131,Assistente alla Poltrona,187,False,905,assistente alla poltrona di studio odontoiatrico,operatore addetto alla pressa elicoidale/operatrice addetta alla pressa elicoidale,addetto alla montatrice/addetta alla montatrice,addetto alla rifinitura di prodotti di pelletteria/addetta alla rifinitura di prodotti di pelletteria,addetto alla premontatrice/addetta alla premontatrice,,,
133,Specialista Formazione,181,False,0.72,responsabile del monitoraggio e della valutazione,rilevatore idrografico/rilevatrice idrografica,tecnico di prestampa,specialista in categorie di appalti,responsabile metallurgico/responsabile metallurgica,,,
134,Bagnino,181,False,805,bagnino/bagnina,serraturiere/serraturiera,mugnaio/mugnaia,atleta professionista,ausiliario sanitario portantino/ausiliaria sanitaria portantina,,,
136,Tutor Didattico,177,False,0.78,direttore didattico di scuola elementare/direttrice didattica di scuola elementare,tutor scolastico/tutor scolastica,istruttore di guida/istruttrice di guida,insegnante di scuola pre-primaria,educatore didattico nei giardini zoologici/educatrice didattica nei giardini zoologici,,,
135,Barman,177,False,914,barista,barman,bartender,responsabile import-export di bevande,degustatore di birra/degustatrice di birra,,,
137,Fisioterapista,176,False,956,fisioterapista,fisioterapista specialista,assistente fisioterapista,chiropratico per animali/chiropratica per animali,massoterapista,,,
138,Produzione/Industrie Manifatturiere,170,False,754,dirigente dell’industria manifatturiera,responsabile della produzione industriale,responsabile della produzione chimica,responsabile della produzione delle calzature,operaio manovale industriale/operaia manovale industriale,,,
140,Educatore per l'Infanzia,168,False,842,insegnante per bambini con bisogni educativi speciali nella scuola dell’infanzia,insegnante per alunni con bisogni educativi speciali nella scuola primaria,insegnante per alunni con bisogni educativi speciali,coordinatore di servizi per l’infanzia/coordinatrice di servizi per l’infanzia,insegnante di alfabetizzazione per adulti,,,
141,Responsabile Trasporti,167,False,765,responsabile del trasporto stradale,responsabile della logistica commerciale,responsabile manutenzione dei mezzi di trasporto su strada,responsabile del trasporto mediante oleodotti,responsabile del settore del trasporto stradale,,,
142,Ingegnere delle Telecomunicazioni,165,False,969,ingegnere delle telecomunicazioni,tecnico delle telecomunicazioni,addetto alla manutenzione delle apparecchiature di telecomunicazione/addetta alla manutenzione delle apparecchiature di telecomunicazione,tecnico dell’ingegneria delle telecomunicazioni,esperto pre-vendita TIC/esperta pre-vendita TIC,,,
144,Ingegnere Gestionale,164,False,938,ingegnere gestionale,ingegnere industriale,ingegnere edile,ingegnere logistico,tecnologo tessile/tecnologa tessile,,,
143,Database Administrator,164,False,828,amministratore del database/amministratrice del database,amministratore di sistemi TIC/amministratrice di sistemi TIC,sviluppatore di database/sviluppatrice di database,amministratore di rete informatica/amministratrice di rete informatica,webmaster,,,
145,Addetto Back-Office,162,False,818,specialista in back office,addetto buste paga/addetta buste paga,assistente alle risorse umane,responsabile di ufficio,amministratore back office addetto ai mercati finanziari/ amministratrice back office addetta ai mercati finanziari,,,
146,Ingegnere Industriale,160,False,0.95,ingegnere industriale,tecnico di ingegneria industriale,ingegnere industriale nel settore della pelletteria,ingegnere progettista di macchinari,ingegnere progettista di macchine utensili industriali,,,
147,Responsabile di Magazzino,152,False,938,responsabile di inventario,responsabile di deposito,esercente di negozio,addetto ai controlli delle vendite/addetta ai controlli delle vendite,responsabile di negozio di arredamento,,,
148,Dentista,150,False,902,dentista,odontotecnico,assistente alla poltrona di studio odontoiatrico,dentista specialista,igienista dentale,,,
149,Camionista,150,False,934,conducente di autocarri,montatore di veicoli/montatrice di veicoli,motorista,montatore di carrozzerie di veicoli/montatrice di carrozzerie di veicoli,carrozziere costruttore di veicoli/carrozziera costruttrice di veicoli,,,
150,Centralinista,149,False,775,centralinista telefonico/centralinista telefonica,merchandiser allestitore/merchandiser allestitrice,stilista della presentazione,centralinista radio taxi,pontista,,,
151,Agente Immobiliare,147,False,808,agente immobiliare,agente di locazione,assistente di agenzia immobiliare,agente di talenti,gestore immobiliare,,,
152,Assistente Sociale,146,False,921,assistente sociale,operatore socio assistenziale/operatrice socio assistenziale,assistente sociale specialista,ispettore dell’INPS/ispettrice dell’INPS,assistente sociale specializzato in affidamento familiare/assistente sociale specializzata in affidamento familiare,,,
153,Farmacista,145,False,946,farmacista,tecnico farmaceutico,assistente farmacista,farmacista specializzato/farmacista specializzata,farmacista ospedaliero/farmacista ospedaliera,,,
154,Addetto alla Pianificazione Logistica,134,False,888,addetto alla logistica/addetta alla logistica,addetto alla montatrice/addetta alla montatrice,operaio del settore vinicolo/operaia del settore vinicolo,operaio addetto a linee elettriche aeree/operaia addetta a linee elettriche aeree,assistente alla catena di fornitura,,,
155,Ingegnere Meccatronico,131,False,886,ingegnere meccatronico,ingegnere meccanico,ingegnere meccanico minerario,ingegnere elettronico,ingeniere nel settore della meccanica di precisione,,,
157,Archivista,130,False,942,impiegato d’archivio/impiegata d’archivio,archivista,addetto alla gestione di archivi di Big Data/addetta alla gestione di archivi di Big Data,direttore di archivi di interesse culturale/direttrice di archivi di interesse culturale,fitoterapista,,,
156,Tecnico Radiologo,130,False,924,assistente medico-sanitario/assistente medico-sanitaria,tecnico radiologo,tecnico di radiologia diagnostica,radiotecnico,audiologo/audiologa,,,
158,Consulente Immobiliare,129,False,854,assistente di agenzia immobiliare,agente immobiliare,geometra consulente immobiliare,agente di locazione,assistente sociale familiare,,,
159,Spedizioniere,126,False,912,vettore marittimo non armatore,responsabile della logistica commerciale,responsabile settore spedizioni,addetto alla logistica/addetta alla logistica,guida alpina,,,
161,Videomaker,122,False,715,video designer,dattilografo/dattilografa,tecnico di proiezione,regista cinematografico e televisivo/regista cinematografica e televisiva,artista video,,,
160,Commercialista,122,False,0.88,contabile,assistente contabile,direttore commerciale/direttrice commerciale,responsabile spedizione e gestione ordini,responsabile del marketing,,,
163,Analista di Mercato,122,False,782,analista di ricerche di mercato,specialista in categorie di appalti,esercente di libreria,intervistatore per ricerche di mercato/intervistatrice per ricerche di mercato,reprografo/reprografa,,,
164,Project Manager,121,False,0.93,responsabile di progetto,project manager TIC,responsabile di prodotto,responsabile di programma,responsabile dello sviluppo del prodotto,,,
165,Organizzatore di Eventi,119,False,908,organizzatore di eventi/organizzatrice di eventi,programmatore e gestore di eventi/programmatrice e gestore di eventi,coordinatore di attività all’aperto/coordinatrice di attività all’aperto,animatore di attività speciali all’aperto/animatrice di attività speciali all’aperto,assistente organizzazione eventi,,,
167,Operatore Socio Assistenziale,115,False,933,operatore socio assistenziale/operatrice socio assistenziale,ausiliario socio-assistenziale/ausiliaria socio-assistenziale,assistente infermiere/assistente infermiera,responsabile di centro giovanile,assistente socio-sanitario in strutture residenziali per anziani disabili/assistente socio-sanitaria in strutture residenziali per anziani disabili,,,
166,Analista del Credito,115,False,872,analista del rischio di credito,analista creditizio/analista creditizia,responsabile della direzione crediti,gestore del rischio finanziario,analista di titoli,,,
168,Ottico,115,False,798,responsabile di centro ottico,ottico,tecnico ottico,ostetrico/ostetrica,optometrista,,,
169,Elettrotecnica/Metalmeccanico,115,False,812,tecnico per la manutenzione delle macchine per la pelletteria,elettrotecnico,tecnico elettrauto,elettricista d’auto,tecnico della strumentazione,,,
170,Tornitore,112,False,773,attrezzista meccanico/attrezzista meccanica,operatore di macchine da ritorcitura/operatrice di macchine da ritorcitura,parrucchiere/parrucchiera,conciatore/conciatrice,costruttore di utensili modellatore/costruttrice di utensili modellatrice,,,
172,Perito Meccanico,110,False,924,tecnico meccanico,tecnico per la manutenzione delle macchine per la pelletteria,attrezzista meccanico/attrezzista meccanica,operaio meccatronico/operaia meccatronica,tecnico meccatronico,,,
173,Ingegnere chimico,109,False,0.97,ingegnere chimico,ingegnere farmaceutico,responsabile della produzione chimica,ingegnere chimico metallurgico,chimico,,,
174,Liquidatore Sinistri,108,False,922,impiegato di assicurazione/impiegata di assicurazione,ispettore sinistri/ispettrice sinistri,liquidatore danni/liquidatrice danni,consulente fallimentare,esattore di crediti/esattrice di crediti,,,
176,Energia,104,False,806,intermediario di titoli energetici/intermediaria di titoli energetici,responsabile del settore dell’energia,consulente vendita di energia elettrica,consulente energetico/consulente energetica,certificatore energetico/certificatrice energetica,,,
177,Capo Reparto,103,False,729,responsabile del reparto vendite,caporeparto trecciatura,supervisore dei cantieri edili,capo chef pasticcere/capo chef pasticcera,deputato/deputata,,,
179,Tecnologo Alimentare,101,False,937,tecnologo alimentare/tecnologa alimentare,analista alimentare,nutrizionista per l’industria alimentare,tecnologo alimentare/tecnologa alimentare,biotecnologo alimentare/biotecnologa alimentare,,,
180,Gelataio,100,False,739,confezionatore caseario artigianale /confezionatrice casearia artigianale,addetto alla bisellatura del vetro/addetta alla bisellatura del vetro,vetraio/vetraia,pastaio/pastaia,costruttore di violini/costruttrice di violini,,,
181,Ingegnere Ambientale,99,False,941,ingegnere ambientale,ingegnere ambientale settore trattamento rifiuti,ingegnere ambientale settore minerario,ingegnere ambientale settore riciclaggio rifiuti,esperto ambientale/esperta ambientale,,,
182,Animatore,97,False,929,animatore/animatrice,animatore digitale/animatrice digitale,animatore 3D/animatrice 3D,animatore sportivo polivalente/animatrice sportiva polivalente,animatore in stop motion/animatrice in stop motion,,,
183,Carrellista,96,False,744,piastrellista,pittore artistico/pittrice artistica,carrozziere costruttore di veicoli/carrozziera costruttrice di veicoli,atleta professionista,cestaio/cestaia,,,
185,Broker Assicurativo,95,False,857,intermediario assicurativo/intermediaria assicurativa,intermediario di borsa/intermediaria di borsa,intermediario finanziario/intermediaria finanziaria,mediatore creditizio/mediatrice creditizia,assicuratore/assicuratrice,,,
184,Fresatore,95,False,884,costruttore di utensili modellatore/costruttrice di utensili modellatrice,brasatore/brasatrice,esattore/esattrice,intonacatore/intonacatrice,alesatore/alesatrice,,,
186,Operaio Metalmeccanico,90,False,858,tecnico per la manutenzione delle macchine per la pelletteria,operaio meccatronico/operaia meccatronica,assemblatore meccanico,tecnico meccanico,attrezzista meccanico/attrezzista meccanica,,,
187,Agente di Viaggio,89,False,897,operatore di agenzia di viaggio/operatrice di agenzia di viaggio,agente di viaggio,consulente di viaggio,responsabile dell’agenzia di viaggio,controllore del traffico aereo/controllora del traffico aereo,,,
189,Colf,86,False,847,collaboratore familiare/collaboratrice familiare,governante,manovale di miniera o di cava,collaudatore di sistemi TIC/collaudatrice di sistemi TIC,collaudatore di materiali/collaudatrice di materiali,,,
191,Guida Turistica,85,False,887,guida turistica,accompagnatore turistico/accompagnatrice turistica,rappresentante del tour operator,responsabile delle politiche per il turismo,responsabile dei tour operator,,,
190,Veterinario,85,False,0.91,tecnico veterinario,veterinario specialista,centralinista di ambulatorio veterinario,veterinario generalista,veterinario ufficiale,,,
192,Docente Universitario,84,False,0.85,docente universitario/docente universitaria,direttore di istituto di istruzione terziaria/direttrice di istituto di istruzione terziaria,docente universitario di lettere/docente universitaria di lettere,docente universitario di discipline giuridiche/docente universitaria di discipline giuridiche,docente universitario di infermieristica/docente universitaria di infermieristica,,,
193,Affari Legali,82,False,701,funzionario addetto agli affari giuridici/funzionaria addetta agli affari giuridici,revisore finanziario,consulente legale,segretario/segretaria,tutore legale/tutrice legale,,,
194,Insegnante delle Scuole Superiori,81,False,805,insegnante di scuola primaria,docente di scuola secondaria,insegnante di scuola pre-primaria,esperto delle indicazioni per il curricolo/esperta delle indicazioni per il curricolo,consulente scolastico/consulente scolastica,,,
195,Visual Merchandiser,79,False,897,stilista della presentazione,merchandiser allestitore/merchandiser allestitrice,ingegnere esperto in visione artificiale,croupier,disegnatore/disegnatrice,,,
196,Caldaista,77,False,0.72,responsabile di negozio di calzature e accessori in pelle,calzolaio riparatore/calzolaia riparatrice,calzolaio/calzolaia,operaio nel settore della distribuzione di energia elettrica/operaia nel settore della distribuzione di energia elettrica,operaio addetto a linee elettriche aeree/operaia addetta a linee elettriche aeree,,,
197,Psicologo,76,False,943,psicologo/psicologa,assistente psicologo clinico/assistente psicologa clinica,psicologo clinico/psicologa clinica,comportamentista,psicologo della salute/psicologa della salute,,,
198,Falegname,75,False,846,ebanista mobiliere,operatore di sega a nastro/operatrice di sega a nastro,carpentiere/carpentiera,alesatore/alesatrice,manovale di miniera o di cava,,,
199,Ingegnere Navale,72,False,932,ingegnere navale,tecnico di ingegneria navale,tecnico meccatronico del settore navale,carpentiere navale/carpentiera navale,ingegnere militare,,,
200,Ingegnere Edile,72,False,877,ingegnere edile,ingegnere esperto in impianti di energia rinnovabile offshore,ingegnere tessile,tecnologo tessile/tecnologa tessile,ingegnere direttore di cava/ingegnere direttrice di cava,,,
202,Agronomo,69,False,934,rilevatore cartografico/rilevatrice cartografica,agronomo/agronoma,tecnico agronomo,dottore agronomo,ispettore agronomo/ispettrice agronoma,,,
203,Biologo,68,False,909,biologo/biologa,biochimico,biofisico,ecologo/ecologa,tecnico biologo,,,
204,Tappezziere,68,False,0.85,tappezziere/tappezziera,tappezziere per mobili/tappezziera per mobili,tappezziere nautico/tappezziera nautica,restauratore di mobili/restauratrice di mobili,tappezziere per autoveicoli /tappezziera per autoveicoli,,,
205,Buyer,67,False,709,responsabile dell’acquisto di spazi pubblicitari,addetto alla vendita specializzato in cosmesi e profumeria/addetta alla vendita specializzata in cosmesi e profumeria,specialista in categorie di appalti,merchandiser allestitore/merchandiser allestitrice,commesso di negozio di informatica/commessa di negozio di informatica,,,
206,Carrozziere,66,False,827,carrozziere costruttore di veicoli/carrozziera costruttrice di veicoli,restauratore di veicoli/restauratrice di veicoli,addetto alla verniciatura di mezzi di trasporto/addetta alla verniciatura di mezzi di trasporto,addetto al guardaroba/addetta al guardaroba,atleta professionista,,,
208,Tecnico Help Desk,65,False,726,tecnico riparatore di elettronica di consumo,tecnico informatico,operatore specializzato nella produzione additiva in metallo/operatrice specializzata nella produzione additiva in metallo,tecnico di impianti di energia rinnovabile offshore,specialista in riparazioni di attrezzature da ufficio,,,
212,Operaio Agricolo,62,False,752,responsabile di azienda agricola,tecnico agronomo,caposquadra della produzione agricola,supervisore di macchinari di terra,lavoratore agricolo/lavoratrice agricola,,,
209,Autista di Autobus,62,False,926,autista di autobus,responsabile di linea di autotrasporti,autista di filobus,responsabile del servizio noleggio di autocarri,addetto alla manutenzione veicoli/addetta alla manutenzione veicoli,,,
210,Immobiliare,62,False,773,perito immobiliare/perita immobiliare,operatore titoli/operatrice titoli,amministratore di stabili e condomini/amministratrice di stabili e condomini,gestore immobiliare,amministratore immobiliare/amministratrice immobiliare,,,
213,Talent Manager,58,False,737,agente di talenti,gestore di patrimoni,responsabile del miglioramento continuo,curatore artistico/curatrice artistica,responsabile dello sviluppo di abbigliamento,,,
214,Analista Programmatore,58,False,938,analista software,curatore artistico/curatrice artistica,responsabile del monitoraggio e della valutazione,analista della user experience,programmatore di macchine a controllo numerico/programmatrice di macchine a controllo numerico,,,
215,Mediatore Culturale,58,False,0.94,assistente sociale nel settore immigrazione,mediatore interculturale/mediatrice interculturale,responsabile dei servizi culturali per i visitatori,mediatore artistico/mediatrice artistica,mediatore/mediatrice,,,
216,Biotecnologo,55,False,958,bioingegnere,biofisico,tecnico di biotecnologia,biotecnologo alimentare/biotecnologa alimentare,ingegnere biomedico,,,
218,Nutrizionista,54,False,959,dietologo/dietologa,nutrizionista esperto di mangimi/nutrizionista esperta di mangimi,tecnico dietista,nutrizionista per l’industria alimentare,supervisore della produzione di mangimi per animali,,,
217,Ingegnere di Processo,54,False,949,ingegnere di processo,tecnico di ingegneria industriale,ingegnere di produzione,ingegnere esperto in metallurgia di processo,ingegnere progettista di macchinari,,,
219,Tributarista,52,False,909,tributarista,giuntista di cavi elettrici,intagliatore di pietra/intagliatrice di pietra,addetto alle operazioni fiscali/addetta alle operazioni fiscali,autista di taxi,,,
222,Chimico,51,False,919,chimico,chimico formulatore,chimico analitico,miscelatore di esplosivi,tecnico chimico,,,
221,Tabaccaio,51,False,937,commesso di tabaccheria/commessa di tabaccheria,esercente di tabaccheria,classificatore di foglie di tabacco/classificatrice di foglie di tabacco,commerciante all’ingrosso di prodotti del tabacco,esercente di libreria,,,
220,Supply Chain Manager,51,False,912,responsabile della catena di fornitura,responsabile della distribuzione,responsabile dello sviluppo di abbigliamento,responsabile del marchio,assistente alla catena di fornitura,,,
223,Assuntore,50,False,706,assistente alle risorse umane,responsabile di stazione ferroviaria,dirigente delle risorse umane,tecnico addetto alla manutenzione dei sistemi microelettronici,gestore di patrimoni,,,
224,Psicoterapeuta,49,False,964,psicoterapeuta,terapista ricreazionale,massoterapista,musicoterapeuta,terapista di coppia,,,
226,Animatore per Bambini,48,False,807,assistente animatore di attività all’aperto/assistente animatrice di attività all’aperto,animatore/animatrice,operatore per l’infanzia/operatrice per l’infanzia,responsabile di centro diurno per l’infanzia,coordinatore di servizi per l’infanzia/coordinatrice di servizi per l’infanzia,,,
225,Logopedista,48,False,895,logopedista,sarto da uomo/sarta da uomo,modista,responsabile del marketing digitale,modellista di stampi,,,
227,Graphic Designer Editoriale,46,False,819,designer grafico/designer grafica,responsabile dei servizi,modello/modella,architetto del paesaggio,disegnatore/disegnatrice,,,
228,Sommelier,45,False,902,sommelier,sommelier di vini,capo sommelier,degustatore di birra/degustatrice di birra,capocameriere/capocameriera,,,
229,Serramentista,45,False,756,installatore di finestre/installatrice di finestre,installatore di porte/installatrice di porte,capotrivellatore,pontista,ponteggiatore/ponteggiatrice,,,
230,Operatore Ecologico,44,False,923,operatore ecologico/operatrice ecologica,ecologo/ecologa,responsabile della logistica commerciale,consulente ecologico/consulente ecologica,operatore forestale/operatrice forestale,,,
231,Fabbro,43,False,871,fabbro maniscalco,serraturiere/serraturiera,tecnico conciario,costruttore di clavicembali,addetto a centro estetico/addetta a centro estetico,,,
232,Consulente del Lavoro,43,False,833,assistente alle risorse umane,funzionario addetto alle politiche del lavoro/funzionaria addetta alle politiche del lavoro,addetto buste paga/addetta buste paga,assistente del terapista occupazionale,responsabile del trasporto stradale,,,
233,Segretaria di Studio Legale,42,False,905,assistente giuridico-amministrativo/assistente giuridico-amministrativa,segretario/segretaria,docente universitario di discipline giuridiche/docente universitaria di discipline giuridiche,dirigente amministrativo di tribunale/dirigente amministrativa di tribunale,direttore di penitenziario/direttrice di penitenziario,,,
234,Revisore Contabile,42,False,911,revisore finanziario,contabile,responsabile del bilancio,responsabile della contabilità,responsabile dei contratti,,,
235,Tecnico di Laboratorio,41,False,944,tecnico di laboratorio scientifico,tecnico biochimico,tecnico di analisi chimiche,tecnico fisico,responsabile di laboratorio di analisi mediche/direttrice di laboratorio di analisi mediche,,,
239,Audioprotesista,40,False,0.9,tecnico audioprotesista,audiologo/audiologa,audiodescrittore/audiodescrittrice,ortesista protesista,tecnico audio,,,
241,Musicista,38,False,942,musicista,artista di strada,produttore di musica/produttrice di musica,arrangiatore/arrangiatrice,direttore musicale/direttrice musicale,,,
243,Lavori domestici/Pulizie/Babysitter,37,False,768,collaboratore familiare/collaboratrice familiare,governante,assistente familiare,babysitter,governante con custodia dei bambini,,,
244,Biotecnologo Farmaceutico,37,False,858,bioingegnere,biofisico,tecnico farmaceutico,tecnico di biotecnologia,biotecnologo alimentare/biotecnologa alimentare,,,
245,Insegnante di Scuola Primaria,37,False,941,insegnante di scuola primaria,insegnante di scuola pre-primaria,docente di potenziamento di scuola dell’infanzia,docente di potenziamento di scuola secondaria,direttore didattico di scuola elementare/direttrice didattica di scuola elementare,,,
246,Volontariato,36,False,0.85,responsabile dei volontari,responsabile di volontari,soccorritore paramedico/soccorritrice paramedica,coordinatore del programma di volontariato d'impresa/coordinatrice del programma di volontariato d'impresa,vigile del fuoco,,,
247,Ingegnere Idraulico,33,False,938,ingegnere idraulico,idraulico,ingegnere esperto in impianti di energia rinnovabile offshore,ingegnere idroelettrico,ingegnere meccanico minerario,,,
248,Fisico,33,False,832,fisico,tecnico fisico,allenatore personale/allenatrice personale,allenatore sportivo/allenatrice sportiva,tecnico geologico,,,
249,Chirurgo,32,False,791,assistente medico-sanitario/assistente medico-sanitaria,costruttore di strumenti chirurgici/costruttrice di strumenti chirurgici,perfusionista,medico agopuntore,operatore addetto all’impiallacciatura/operatrice addetta all’impiallacciatura,,,
250,Gruista,32,False,879,gruista,tecnico di gru,conducente di ruspe,consulente giuridico/consulente giuridica,giuntista di cavi elettrici,,,
251,Giardiniere,31,False,845,giardiniere paesaggista/giardiniera paesaggista,paesaggista di interni,aiuto giardiniere/aiuto giardiniera,guardiano del parco/guardiana del parco,addetto alla vendita di fiori e piante/addetta alla vendita di fiori e piante,,,
254,Operatore Olistico,30,False,735,responsabile della logistica commerciale,alesatore/alesatrice,operatore di fresatrice/operatrice di fresatrice,operatore di rastrematrice/operatrice di rastrematrice,addetto all’essiccatoio/addetta all’essiccatoio,,,
255,Elettrauto,29,False,874,tecnico elettrauto,elettricista d’auto,giuntista di cavi elettrici,letterato/letterata,addetto alla saldatura a fascio di elettroni/addetta alla saldatura a fascio di elettroni,,,
257,Attuario,27,False,925,consulente attuariale,assistente attuario/assistente attuaria,artista di spettacolo,bottaio/bottaia,operatore ecologico/operatrice ecologica,,,
256,Fattorino,27,False,845,fattorino conduttore di automobili e furgoni/fattorina conduttrice di automobili e furgoni,operatore di frantoio/operatrice di frantoio,calzolaio/calzolaia,calzolaio riparatore/calzolaia riparatrice,operatore ecologico/operatrice ecologica,,,
258,Ingegnere Biomedico,26,False,944,ingegnere biomedico,ingegnere biochimico,bioingegnere,ingegnere farmaceutico,tecnico sanitario di laboratorio biomedico,,,
260,Educatore Professionale,25,False,804,animatore socioeducativo/animatrice socioeducativa,docente nella formazione professionale,consulente per l'orientamento professionale,pedagogo sociale/pedagoga sociale,allenatore personale/allenatrice personale,,,
261,Calzolaio,25,False,925,calzolaio/calzolaia,responsabile di negozio di calzature e accessori in pelle,calzolaio riparatore/calzolaia riparatrice,spazzolaio/spazzolaia,calzolaio su misura/calzolaia su misura,,,
262,Data Scientist,25,False,923,data scientist,addetto alla gestione di archivi di Big Data/addetta alla gestione di archivi di Big Data,analista dei dati,esperto di qualità dei dati/esperta di qualità dei dati,responsabile della gestione dati,,,
263,Orafo,25,False,0.89,filigranista,montatore di gioielli/montatrice di gioielli,orafo/orafa,incisore di gioielli,gioielliere/gioielliera,,,
259,Istruttore Sportivo,25,False,944,allenatore sportivo/allenatrice sportiva,istruttore sportivo/istruttrice sportiva,animatore di attività all’aperto/animatrice di attività all’aperto,amministratore sportivo/amministratrice sportiva,allibratore/allibratrice,,,
264,Gommista,24,False,895,gommista,intagliatore di pietra/intagliatrice di pietra,tassidermista,atleta professionista,commerciante all’ingrosso,,,
265,Imbianchino,24,False,0.95,pittore edile/pittrice edile,operatore cimiteriale/operatrice cimiteriale,brillatore,astrologo/astrologa,sensitivo/sensitiva,,,
266,SEO Specialist,24,False,748,esperto di ottimizzazione per i motori di ricerca/esperta di ottimizzazione per i motori di ricerca,responsabile del marketing digitale,responsabile del marketing online,responsabile delle risorse materiali,responsabile del monitoraggio e della valutazione,,,
268,Carpentiere,23,False,924,carpentiere/carpentiera,attrezzista di scena,carpentiere di scena/carpentiera di scena,supervisore di operazioni di carpenteria,calafatore,,,
267,Igienista Dentale,23,False,891,igienista dentale,dentista,dentatore per ingranaggi/dentatrice per ingranaggi,assistente alla poltrona di studio odontoiatrico,assistente medico-sanitario/assistente medico-sanitaria,,,
271,Allevatore,22,False,799,allevatore di pollame/allevatrice di pollame,allevatore di maiali/allevatrice di maiali,allevatore di animali da pelliccia/allevatrice di animali da pelliccia,capotrivellatore,allevatore di ovini/allevatrice di ovini,,,
270,Redattore,22,False,794,caporedattore/caporedattrice,esattore/esattrice,scrittore di discorsi/scrittrice di discorsi,direttore di periodico/direttrice di periodico,editore librario/editrice libraria,,,
269,Perito Assicurativo,22,False,711,stimatore/stimatrice,consulente in materia di rischio assicurativo,analista assicurativo/analista assicurativa,ispettore sinistri/ispettrice sinistri,impiegato di assicurazione/impiegata di assicurazione,,,
273,Responsabile di Laboratorio,21,False,849,responsabile di laboratorio di analisi mediche/direttrice di laboratorio di analisi mediche,responsabile della ricerca,tecnico di laboratorio scientifico,tecnico sanitario di laboratorio biomedico,tecnico di laboratorio addetto al controllo qualità dei prodotti di pelletteria,,,
275,Arredatore,21,False,855,merchandiser allestitore/merchandiser allestitrice,stilista della presentazione,caporedattore/caporedattrice,alesatore/alesatrice,esattore/esattrice,,,
274,Addetto Vendite,21,False,856,assistente di vendita,responsabile del reparto vendite,responsabile delle vendite,commesso di negozio specializzato/commessa di negozio specializzato,assistente di ufficio vendite,,,
276,Orientatore,21,False,775,consulente per l'orientamento professionale,coordinatore di saldatura/coordinatrice di saldatura,consulente scolastico/consulente scolastica,direttore tecnico di allestimento/direttrice tecnica di allestimento,operatore di legatoria/operatrice di legatoria,,,
